host,dns_total_queries,dns_unique_dst,dns_suspicious,auth_failed,auth_total_events,brute_force_suspicious,time_shift_ratio,rare_process_suspicious
C1045,1.0,1.0,0.0,8.0,142.0,0.0,0.3176019871174168,0
C1046,1.0,1.0,0.0,0.0,70.0,0.0,11.587967835641814,0
C1047,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0
C1048,0.0,0.0,0.0,0.0,182.0,0.0,5.127983833621016,0
C1049,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0
C10490,13.0,8.0,0.0,0.0,0.0,0.0,0.29789921273102343,0
C10495,7.0,3.0,0.0,0.0,0.0,0.0,0.28459563002568095,0
C10497,11.0,5.0,0.0,0.0,0.0,0.0,2.3093082978992125,0
C105,0.0,0.0,0.0,39.0,13260.0,0.0,0.0,0
C1050,0.0,0.0,0.0,0.0,279.0,0.0,0.5683071612006905,0
C1051,2.0,2.0,0.0,0.0,124.0,0.0,1.0734644044962742,0
C10514,19.0,5.0,0.0,0.0,0.0,0.0,16.018818675535723,0
C1052,0.0,0.0,0.0,0.0,70.0,0.0,4.880436155432998,0
C10529,1483.0,27.0,1.0,0.0,0.0,0.0,0.5960510251336674,0
C1053,5.0,4.0,0.0,0.0,158.0,0.0,0.0,0
C10533,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C10537,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C1054,0.0,0.0,0.0,0.0,78.0,0.0,4.902075527301815,0
C10541,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0
C10545,112.0,13.0,0.0,0.0,0.0,0.0,0.0,0
C1055,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0
C10551,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C10554,9.0,6.0,0.0,0.0,0.0,0.0,11.271207847429798,0
C10557,5.0,3.0,0.0,0.0,0.0,0.0,23.551846082600093,0
C1056,0.0,0.0,0.0,0.0,1147.0,0.0,2.2808908348419146,0
C10563,18.0,13.0,0.0,0.0,0.0,0.0,20.832526417715655,0
C10570,4.0,3.0,0.0,0.0,0.0,0.0,1.3256851766092703,0
C10576,4.0,4.0,0.0,0.0,0.0,0.0,0.6163010988085715,0
C1058,0.0,0.0,0.0,0.0,135.0,0.0,1047.201532438008,0
C10585,17.0,9.0,0.0,0.0,0.0,0.0,0.39990738012040583,0
C1059,4.0,3.0,0.0,0.0,128.0,0.0,0.700037889950743,0
C106,1.0,1.0,0.0,0.0,98.0,0.0,258.54624678987915,0
C1060,0.0,0.0,0.0,0.0,92.0,0.0,3.2499473750684125,0
C1061,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0
C10611,73.0,6.0,0.0,0.0,0.0,0.0,0.0,0
C10616,11.0,7.0,0.0,0.0,0.0,0.0,51.81097124573738,0
C1062,0.0,0.0,0.0,0.0,160.0,0.0,1.0440786426977644,0
C10624,90.0,15.0,0.0,0.0,0.0,0.0,0.31410769166000085,0
C1063,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0
C10636,114.0,18.0,0.0,0.0,0.0,0.0,0.1279417336757462,0
C1064,0.0,0.0,0.0,0.0,94.0,0.0,0.15539089799183262,0
C1065,1.0,1.0,0.0,245.0,49847.0,0.0,15075.59920852103,0
C1066,3.0,3.0,0.0,0.0,108.0,0.0,0.0,0
C10660,18.0,11.0,0.0,0.0,0.0,0.0,2.0214709720877364,0
C10664,9.0,8.0,0.0,0.0,0.0,0.0,0.6286784827179724,0
C10668,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0
C1067,11.0,8.0,0.0,0.0,132.0,0.0,0.0,0
C10675,95.0,13.0,0.0,0.0,0.0,0.0,0.5524775817791436,0
C10677,13.0,8.0,0.0,0.0,0.0,0.0,0.48629646781459185,0
C1068,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0
C10682,15.0,6.0,0.0,0.0,0.0,0.0,39.99570580558245,0
C1069,0.0,0.0,0.0,0.0,90.0,0.0,4.710562876268261,0
C10694,282.0,23.0,1.0,0.0,0.0,0.0,104.85488148865406,0
C10695,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C107,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0
C1070,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0
C10704,47.0,11.0,0.0,0.0,0.0,0.0,1.6143645013261483,0
C1071,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0
C10713,1096.0,28.0,1.0,0.0,0.0,0.0,0.30488780364585527,0
C10719,1.0,1.0,0.0,0.0,0.0,0.0,0.15640129667831432,0
C1072,1.0,1.0,0.0,0.0,84.0,0.0,3.4736664842335707,0
C1073,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0
C10730,5.0,3.0,0.0,0.0,0.0,0.0,61.46107860059782,0
C10736,1.0,1.0,0.0,0.0,0.0,0.0,6.257525365217025,0
C10738,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0
C1074,20.0,11.0,0.0,0.0,111.0,0.0,7.95284806129752,0
C1075,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0
C10755,3.0,3.0,0.0,0.0,0.0,0.0,0.5867890371742517,0
C1076,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0
C1077,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0
C10772,3.0,3.0,0.0,0.0,0.0,0.0,0.35481833873615964,0
C10774,10.0,4.0,0.0,0.0,0.0,0.0,0.9512482633772577,0
C1078,3.0,2.0,0.0,0.0,74.0,0.0,5.568896560434472,0
C10788,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0
C1079,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0
C10799,73.0,19.0,0.0,0.0,0.0,0.0,93.6854713088873,0
C108,3.0,3.0,0.0,0.0,82.0,0.0,0.0,0
C1080,0.0,0.0,0.0,0.0,75.0,0.0,16.823980128825834,0
C10801,3.0,2.0,0.0,0.0,0.0,0.0,74.69060750221024,0
C10803,8.0,4.0,0.0,0.0,0.0,0.0,1.1747147728707952,0
C10807,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0
C10809,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0
C1081,0.0,0.0,0.0,0.0,120.0,0.0,5.366395823685429,0
C10811,2.0,2.0,0.0,0.0,0.0,0.0,2.352671241527386,0
C1082,20.0,13.0,0.0,0.0,138.0,0.0,2.3238327790173874,0
C10825,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C10829,8.0,8.0,0.0,0.0,0.0,0.0,4.5752115522249825,0
C1083,0.0,0.0,0.0,0.0,161.0,0.0,4.227760703911085,0
C1084,0.0,0.0,0.0,0.0,136.0,0.0,0.27588094135477625,0
C1085,0.0,0.0,0.0,30.0,9276.0,0.0,0.0,0
C1086,0.0,0.0,0.0,0.0,177.0,0.0,0.2979834126215636,0
C10860,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0
C1087,1.0,1.0,0.0,0.0,90.0,0.0,6.82814802340757,0
C10870,8.0,4.0,0.0,0.0,0.0,0.0,14.180735065044415,0
C1088,3.0,1.0,0.0,0.0,88.0,0.0,0.0,0
C10886,16.0,5.0,0.0,0.0,0.0,0.0,12.04702563886667,0
C1089,27.0,19.0,0.0,1.0,441.0,0.0,8.719824864227677,0
C109,0.0,0.0,0.0,0.0,94.0,0.0,9.008167389382393,0
C1090,21.0,7.0,0.0,0.0,131.0,0.0,0.3458089504483644,0
C10904,47.0,13.0,0.0,0.0,0.0,0.0,10.417294657516946,0
C1091,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0
C10916,17.0,14.0,0.0,0.0,0.0,0.0,10.620511093335578,0
C10919,2.0,2.0,0.0,0.0,0.0,0.0,12.19429124742138,0
C1092,0.0,0.0,0.0,0.0,136.0,0.0,2.018355576137751,0
C10925,571.0,21.0,1.0,0.0,0.0,0.0,34.058561023870666,0
C1093,0.0,0.0,0.0,0.0,82.0,0.0,16.68172441375826,0
C10931,30.0,12.0,0.0,0.0,0.0,0.0,11.34938744579632,0
C1095,0.0,0.0,0.0,0.0,21.0,0.0,26.01822927630194,0
C10951,769.0,25.0,1.0,0.0,0.0,0.0,1.2028796362564729,0
C10952,120.0,18.0,0.0,0.0,0.0,0.0,11.327621774091694,0
C10957,14.0,8.0,0.0,0.0,0.0,0.0,8.194333347366648,0
C1096,5.0,5.0,0.0,0.0,93.0,0.0,0.0,0
C10962,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C10966,4.0,3.0,0.0,0.0,0.0,0.0,13.165284385130299,0
C1097,0.0,0.0,0.0,0.0,66.0,0.0,8.330189870753168,0
C10970,8.0,5.0,0.0,0.0,0.0,0.0,16.819896434134634,0
C1098,2.0,2.0,0.0,0.0,127.0,0.0,69.2350439944428,0
C10984,1.0,1.0,0.0,0.0,0.0,0.0,38.854502589146634,0
C1099,0.0,0.0,0.0,0.0,144.0,0.0,5.179303666905233,0
C10992,20.0,10.0,0.0,0.0,0.0,0.0,127.25272597145624,0
C10999,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0
C11,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0
C110,0.0,0.0,0.0,0.0,65.0,0.0,0.7346440449627415,0
C1100,3.0,3.0,0.0,0.0,123.0,0.0,4.888603544815392,0
C11003,13.0,2.0,0.0,0.0,0.0,0.0,4.512482633772576,0
C11004,1392.0,19.0,0.0,0.0,0.0,0.0,0.0,0
C1101,0.0,0.0,0.0,0.0,107.0,0.0,0.3660169241779986,0
C11011,8.0,8.0,0.0,0.0,0.0,0.0,0.13669852229192103,0
C11015,6.0,5.0,0.0,0.0,0.0,0.0,77.33751526123017,0
C11017,24.0,8.0,0.0,0.0,0.0,0.0,11.722729760451312,0
C1102,321.0,13.0,0.0,0.0,207.0,0.0,0.0,0
C11027,5.0,5.0,0.0,0.0,0.0,0.0,16.26038816149539,0
C1103,0.0,0.0,0.0,0.0,129.0,0.0,0.33890455942407277,0
C11033,11.0,6.0,0.0,0.0,0.0,0.0,9.342272555045678,0
C11037,15.0,13.0,0.0,0.0,0.0,0.0,0.7558624173788574,0
C11039,3.0,3.0,0.0,0.0,0.0,0.0,9.440996926703995,0
C1104,0.0,0.0,0.0,0.0,96.0,0.0,0.2924262198459142,0
C11044,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C11049,5.0,4.0,0.0,0.0,0.0,0.0,21.949480065675914,0
C1105,22.0,11.0,0.0,0.0,166.0,0.0,0.7049214836020713,0
C11051,13.0,7.0,0.0,0.0,0.0,0.0,11.38534079905696,0
C11055,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0
C11059,1.0,1.0,0.0,0.0,0.0,0.0,19.50338904559424,0
C1106,34.0,7.0,0.0,0.0,67.0,0.0,0.0,0
C11061,10.0,9.0,0.0,0.0,0.0,0.0,2.0794846966698946,0
C11069,8.0,7.0,0.0,0.0,0.0,0.0,122.42630404580474,0
C1107,20.0,8.0,0.0,0.0,121.0,0.0,811.7357386435398,0
C11077,25.0,12.0,0.0,0.0,0.0,0.0,11.662821538332,0
C1108,1071.0,21.0,1.0,0.0,96.0,0.0,28.051867132572728,0
C11082,6.0,3.0,0.0,0.0,0.0,0.0,1.5419104955163558,0
C1109,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0
C11092,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0
C11094,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C111,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0
C1110,0.0,0.0,0.0,0.0,113.0,0.0,0.5646023660169242,0
C11103,14.0,7.0,0.0,0.0,0.0,0.0,4.833663116237949,0
C1111,8.0,7.0,0.0,0.0,122.0,0.0,0.33890455942407277,0
C11114,970.0,25.0,1.0,0.0,0.0,0.0,77.24165368585021,0
C11118,17.0,9.0,0.0,0.0,0.0,0.0,0.1370353218540816,0
C1112,0.0,0.0,0.0,0.0,60.0,0.0,6.684587210036627,0
C11120,7.0,6.0,0.0,0.0,0.0,0.0,25.962825748326527,0
C11124,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0
C11129,13.0,10.0,0.0,0.0,0.0,0.0,175.8058771523597,0
C1113,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0
C11132,36.0,18.0,0.0,0.0,0.0,0.0,76.49109586157537,0
C11138,8.0,7.0,0.0,0.0,0.0,0.0,61.11526965014946,0
C11139,5.0,4.0,0.0,0.0,0.0,0.0,17.576727150254705,0
C11142,1557.0,30.0,1.0,0.0,0.0,0.0,16.12512103734265,0
C11147,5.0,5.0,0.0,0.0,0.0,0.0,1.4455016208478928,0
C1115,0.0,0.0,0.0,96.0,16150.0,0.0,0.0,0
C11157,5.0,5.0,0.0,0.0,0.0,0.0,3.251673472824485,0
C1116,0.0,0.0,0.0,0.0,133.0,0.0,1.0719488064665517,0
C11161,1165.0,24.0,1.0,0.0,0.0,0.0,84.7814170841578,0
C11163,16.0,6.0,0.0,0.0,0.0,0.0,11.02972256136067,0
C11167,6.0,5.0,0.0,0.0,0.0,0.0,3.0275754641518966,0
C1117,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0
C11176,9.0,5.0,0.0,0.0,0.0,0.0,13.144655411947964,0
C1118,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0
C1119,0.0,0.0,0.0,0.0,122.0,0.0,34.803014356081334,0
C112,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0
C1120,0.0,0.0,0.0,0.0,59.0,0.0,4.529659411442765,0
C1121,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0
C11217,1.0,1.0,0.0,0.0,0.0,0.0,0.4700879888856144,0
C1122,30.0,9.0,0.0,0.0,253.0,0.0,4.481833873615964,0
C1123,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0
C11238,20.0,11.0,0.0,0.0,0.0,0.0,60.267292552519685,0
C1124,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0
C1125,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0
C11255,45.0,6.0,0.0,0.0,0.0,0.0,0.9469119690144403,0
C1126,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0
C1127,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0
C11270,6.0,5.0,0.0,0.0,0.0,0.0,2.109123058140024,0
C11272,18.0,8.0,0.0,0.0,0.0,0.0,10.797204563634068,0
C1128,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0
C11281,21.0,6.0,0.0,0.0,0.0,0.0,0.14444491222161412,0
C11288,12.0,5.0,0.0,0.0,0.0,0.0,13.67982991622111,0
C1129,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0
C11290,1.0,1.0,0.0,0.0,0.0,0.0,0.29962531048709634,0
C11298,1.0,1.0,0.0,0.0,0.0,0.0,0.4774133793626068,0
C113,0.0,0.0,0.0,0.0,114.0,0.0,8.524018018776575,0
C1130,17.0,11.0,0.0,0.0,174.0,0.0,43.08697848692797,0
C11303,2.0,2.0,0.0,0.0,0.0,0.0,20.62072159306193,0
C1131,0.0,0.0,0.0,0.0,53.0,0.0,3.9963373047615036,0
C11315,805.0,18.0,0.0,0.0,0.0,0.0,72.98219172315076,0
C11317,6.0,6.0,0.0,0.0,0.0,0.0,2.2719235464993894,0
C1132,0.0,0.0,0.0,0.0,96.0,0.0,0.14617100997768703,0
C11327,4.0,3.0,0.0,0.0,0.0,0.0,0.7750178924767398,0
C1133,0.0,0.0,0.0,0.0,68.0,0.0,7.657474845282701,0
C11332,7.0,6.0,0.0,0.0,0.0,0.0,0.3846671999326401,0
C11334,20.0,13.0,0.0,0.0,0.0,0.0,1.7003325895676336,0
C11336,259.0,19.0,0.0,0.0,0.0,0.0,29.46200479939376,0
C11338,6.0,3.0,0.0,0.0,0.0,0.0,20.021681471814087,0
C1134,37.0,11.0,0.0,0.0,190.0,0.0,0.7169199680040416,0
C11346,1071.0,20.0,0.0,0.0,0.0,0.0,94.66252683871511,0
C11348,23.0,13.0,0.0,0.0,0.0,0.0,0.31393929187892056,0
C1135,0.0,0.0,0.0,0.0,121.0,0.0,30.035827053424832,0
C1136,0.0,0.0,0.0,0.0,186.0,0.0,0.5521407822169832,0
C11366,1.0,1.0,0.0,0.0,0.0,0.0,53.55087778385888,0
C1137,39.0,9.0,0.0,0.0,168.0,0.0,0.33890455942407277,0
C11370,27.0,8.0,0.0,0.0,0.0,0.0,3077.9054856228686,0
C1138,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0
C11388,28.0,12.0,0.0,0.0,0.0,0.0,16.091230581400243,0
C1139,0.0,0.0,0.0,1.0,450.0,0.0,21.158548393887088,0
C11394,44.0,12.0,0.0,0.0,0.0,0.0,0.4007072790805372,0
C114,46.0,15.0,0.0,0.0,113.0,0.0,0.0,0
C1140,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0
C11400,9.0,5.0,0.0,0.0,0.0,0.0,54.512145834210415,0
C11402,3.0,3.0,0.0,0.0,0.0,0.0,42.40845366901023,0
C1141,12.0,9.0,0.0,0.0,60.0,0.0,0.0,0
C11410,9.0,7.0,0.0,0.0,0.0,0.0,0.5955458257904265,0
C1142,2070.0,21.0,1.0,0.0,102.0,0.0,36.80516145329011,0
C11427,2.0,2.0,0.0,0.0,0.0,0.0,0.36151223003410093,0
C1143,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0
C1144,35.0,6.0,0.0,0.0,126.0,0.0,0.0,0
C11445,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0
C1145,7.0,4.0,0.0,0.0,194.0,0.0,0.3660169241779986,0
C11455,3102.0,16.0,0.0,0.0,0.0,0.0,34.848734896644636,0
C11459,9.0,8.0,0.0,0.0,0.0,0.0,16.00530459310403,0
C1146,0.0,0.0,0.0,0.0,177.0,0.0,66.65065465414895,0
C11467,1.0,1.0,0.0,0.0,0.0,0.0,38.71822506630741,0
C1147,1.0,1.0,0.0,0.0,112.0,0.0,0.0,0
C11475,31.0,16.0,0.0,0.0,0.0,0.0,11.909064118216646,0
C11479,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0
C1148,13.0,6.0,0.0,0.0,123.0,0.0,39.46326779775186,0
C11486,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0
C11488,226.0,22.0,1.0,0.0,0.0,0.0,27.896644634361977,0
C1149,1.0,1.0,0.0,18.0,298.0,0.0,16.854965688544606,0
C11491,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
C115,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0
C1150,0.0,0.0,0.0,0.0,145.0,0.0,4.469330189870753,0
C1151,3.0,3.0,0.0,0.0,138.0,0.0,4.133246326779775,0
C1152,51.0,24.0,0.0,0.0,976.0,0.0,0.0,0
C11525,4.0,3.0,0.0,0.0,0.0,0.0,91.01608217909316,0
C11529,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0
C1153,7.0,7.0,0.0,0.0,64.0,0.0,0.0,0
C11535,60.0,18.0,0.0,0.0,0.0,0.0,12.2007325390477,0
C1154,0.0,0.0,0.0,0.0,97.0,0.0,3.6126805035153455,0
C11547,4.0,4.0,0.0,0.0,0.0,0.0,20.417420957352757,0
C1155,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0
C11551,1.0,1.0,0.0,0.0,0.0,0.0,11.114974950532565,0
C11553,72.0,9.0,0.0,0.0,0.0,0.0,1.2899002231297099,0
C11557,848.0,24.0,1.0,0.0,0.0,0.0,59.866964172946574,0
C1156,0.0,0.0,0.0,0.0,114.0,0.0,111.49791605270913,0
C11564,750.0,20.0,0.0,0.0,0.0,0.0,62.17079947796068,0
C1157,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0
C11571,47.0,18.0,0.0,0.0,0.0,0.0,11.550877783858882,0
C1158,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0
C11589,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0
C1159,12.0,3.0,0.0,0.0,145.0,0.0,0.0,0
C11593,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0
C11594,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0
C11596,25.0,14.0,0.0,0.0,0.0,0.0,74.01999747400329,0
C116,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0
C1160,3.0,3.0,0.0,0.0,152.0,0.0,0.0,0
C11600,13.0,9.0,0.0,0.0,0.0,0.0,0.140234917694607,0
