host,unique_dst,unique_src_port,unique_dst_port,total_bytes,avg_bytes,total_packets,avg_packets,avg_duration,avg_packet_size,entropy_dst,ratio_bytes_per_packet
C10033,5,6,1,10.677938184160109,8.11326536262696,5.488937726156687,2.972384909557,2.445685936634719,5.198657491557978,1.7004397181410922,180.02904564315352
C10035,1,1,1,7.988203597022576,7.988203597022576,2.0794415416798357,2.0794415416798357,0.0,6.04432803666505,0.0,420.7142857142857
C10037,3,28,3,11.569088383469074,7.958510751559736,6.352629396319567,2.8025410445231325,1.3163357725129803,5.223595700954532,1.5571489648020924,184.6003490401396
C10039,3,3,1,9.164819856674374,8.06641686059807,3.367295829986474,2.3353749158170367,1.6094379124341003,5.835437107267864,1.584962500721156,341.2142857142857
C1004,3,73,14,12.072964020669621,7.286151759566287,6.950814768442584,2.271266409736618,3.322635059159053,5.129041692823583,1.4598403047164004,167.85522531160115
C10043,5,179,2,12.852130839097908,7.496097345175956,8.490027523343468,3.175889540275382,2.26018953402636,4.374974592014786,0.9891626104742723,78.43782117163413
C10045,4,40,4,12.50420121285411,8.766683735208355,7.569411792450712,3.8526773273191974,1.9183221925364842,4.942464416709954,1.6152502650882519,139.115126484254
C10047,14,128,13,14.208658790493313,9.204812369005916,8.531490496117062,3.5563063749312254,2.016244402366466,5.680781521837213,3.0150867264117367,292.17846578584107
C10049,2,14,1,14.392483408207251,10.75491802731072,9.436997742590188,5.802356858624745,3.2040293167512064,4.962584233267331,0.926819063964577,141.9627680778123
C1005,2,57,10,11.296509234405445,7.236773696411915,5.8522024797744745,1.9434440565601196,2.6254179365219397,5.45147125497226,0.6631968402398287,232.10086455331412
C10052,3,35,3,12.730759753488975,9.017306027879343,7.643482907077201,3.9488957484959295,2.4602140371976287,5.09390606276044,1.3026227503285146,162.0254074784276
C10054,4,23,4,12.703782634148789,9.408024794779516,7.488293515159428,4.206901344750522,2.6855773452501515,5.221459903474168,1.4941800941150334,184.2043673012318
C10056,2,19,3,10.636264016619267,7.640988183081368,5.272999558563747,2.3702437414678603,1.9459101490553132,5.373032665287282,0.6098403047164005,214.51546391752578
C10058,8,79,12,13.816036419674765,9.373469115499583,7.893198869544609,3.4814210684331,2.099820704016488,5.925882913035826,1.8927407682354112,373.6090365944735
C10060,3,3,1,9.254452946594503,8.156032008864598,3.5263605246161616,2.4849066497880004,1.791759469228055,5.761002614986093,1.584962500721156,316.6666666666667
C10061,1,1,1,9.15461622320382,8.461574767653225,3.4657359027997265,2.803360380906535,3.0204248861443626,5.72379591675236,0.0,305.06451612903226
C10065,3,19,4,12.394488096775122,9.303532608040893,7.520234556474628,4.440509928048973,2.629269323249096,4.882399225331187,1.3221793455166666,130.94685466377442
C10067,9,117,9,14.350250930887695,9.373601543185792,8.787830829258759,3.8328305109335754,1.7434864127147205,5.566403645950599,2.2240974102034836,260.4919884022585
C10069,4,6,1,12.089162353921887,8.562987275177136,6.617402977974478,3.1342146252235246,1.0275163669843794,5.477280993720308,1.6457113704075785,238.19544846050871
C10071,2,2,1,8.881141619321468,6.685028307553144,3.4339872044851463,1.4663370687934272,1.0216512475319812,5.483966713434666,0.5032583347756457,239.8
C10076,1,1,1,9.404178688897805,6.7661917146603505,4.564348191467836,2.052290552613885,1.995671658614377,4.858015605446376,0.0,127.76842105263158
C10077,2,6,3,12.267868346072047,9.009889310512378,7.132497551660044,3.8941723180110572,2.8925062304247975,5.142028110628963,0.930586129131993,170.06235011990407
C10079,2,4,1,10.181876578076317,7.238118668972905,4.727387818712341,1.9307583440347111,1.7560413866259759,5.467570268303856,0.4854607607459134,235.88392857142858
C1008,14,567,31,14.331078319998063,7.807922001212397,8.784468454090355,2.3599392781736954,1.7632109249817391,5.550654851178234,2.6044932028100574,256.40606338998623
C10081,10,116,12,13.830550883087012,9.01039047402475,7.948031990637284,3.170295316138886,1.726503845155487,5.885654222905834,1.5031310952983838,358.8381053375751
C10083,1,24,3,10.744558925664444,7.567000907866401,5.521460917862246,2.431417964837014,1.5040773967762742,5.232439260481409,0.0,186.24899598393574
C10086,4,42,4,12.611841040975417,8.805325162648383,7.546974117516527,3.763265165472332,2.120263536200091,5.071683041075036,1.6772670822928921,158.44244984160508
C10087,2,2,1,8.716863386544805,8.023879992734878,2.833213344056216,2.1972245773362196,0.0,5.94672865326659,1.0,381.5
C10089,3,11,1,14.401094242530565,11.143011623931773,9.062883902508307,5.8076803827633485,3.6753264877092326,5.343118083566525,1.1047909373235627,208.1638850254984
C10091,3,4,1,11.973686512849032,9.5758543184003,6.364750756851911,3.983920744607728,3.091042453358316,5.61430410730341,1.0957952550009338,273.32241379310346
C10093,2,2,1,9.274347501950475,7.077873041855241,3.4965075614664802,1.5163474893680884,1.0216512475319812,5.811515174459083,0.5032583347756457,333.125
C10095,2,3,3,14.47716810342406,10.739519640725831,9.39182824802156,5.6575723127501565,3.6115612063299665,5.091589960613998,0.74959525725948,161.64826090583034
C10098,15,181,15,14.752036372631856,9.135372673720504,9.605351022180487,4.00687026818555,2.1874802858615414,5.152553737164502,3.4380457669126,171.8723977632554
C10099,2,5,1,12.745893806137417,9.701429651963478,7.486613313139955,4.453239262899146,3.0888756052732256,5.265020965632326,0.7024665512903904,192.45036455412227
C1010,1,1,44,11.320505086298859,7.536836553976903,4.890349128221754,1.3862943611198906,0.0,6.4392898600235275,0.0,624.9621212121212
C10101,9,214,12,14.543544071809945,9.038330828990189,9.32420462812523,3.8405008054809766,1.9750967701418451,5.2248240408704785,2.0734485712711113,184.82846943328872
C10103,2,2,1,8.925321416943886,8.232307206266459,3.1780538303479458,2.5257286443082556,2.0794415416798357,5.792748461889153,1.0,326.9130434782609
C10105,3,23,3,12.596133041321316,9.228931989081097,7.521859252201629,4.169601299579696,2.3094579722818076,5.081044475503646,1.2921642625537564,159.94206821873308
C10107,5,46,4,13.399845102751483,9.508097540179017,7.718685495198466,3.8479741602980746,1.9998239137151443,5.685004933162833,1.813343318587351,293.41929746554024
C10109,1,1,1,8.022240916806537,8.022240916806537,2.1972245773362196,2.1972245773362196,0.0,5.94509332992586,0.0,380.875
C1011,5,69,11,13.45856557756898,9.064230732942661,7.935945103353701,3.5697065641684986,1.9026601652614965,5.526962749624051,1.931245691645642,250.37924865831843
C10112,2,8,3,9.513403546466266,6.741922039692985,4.31748811353631,1.7272209480904839,1.4469189829363254,5.214715404308303,0.954434002924965,182.95945945945945
C10114,2,3,1,9.24048152888817,8.142063283104147,3.5263605246161616,2.4849066497880004,2.751535313041949,5.747074144289504,0.9182958340544894,312.27272727272725
C10116,5,269,5,15.775655763275582,10.155293627249907,11.76801719470154,6.149744886897242,1.5604303333274057,4.025659093457129,1.9040552048644432,55.01721719860217
C10118,14,153,14,14.24362521742404,8.996724315910775,8.427049641563272,3.220558618702417,2.149924530460528,5.81976652656782,2.9977111786550035,335.8933887915937
C1012,2,2,1,9.557469903071384,8.864393391392426,3.9512437185814275,3.2771447329921766,2.0794415416798357,5.6291716108650265,1.0,277.4313725490196
C10120,2,2,1,9.5450252980233,8.446556111816797,4.02535169073515,2.9618307218783095,1.6739764335716716,5.541548709486301,0.9182958340544894,254.07272727272726
C10121,3,3,1,10.362714572154392,7.965135135376586,5.272999558563747,2.925114706340038,2.032921526044943,5.100934501936981,1.0957952550009338,163.17525773195877
C10123,1,1,1,8.72729202920964,8.034306936339489,3.091042453358316,2.4423470353692043,0.4054651081081644,5.686006364015938,0.0,293.7142857142857
C10125,4,23,3,12.437914258787519,9.179916849818266,7.462214939768189,4.218375843142423,2.5500459519589618,4.983145958226669,1.4956321302677145,144.93275862068967
C10127,3,22,3,12.542162666259054,9.28415544409602,7.527793987721444,4.283055917114827,2.4589311633847397,5.021519512528239,1.309691097339382,150.6415500538213
C10129,2,3,1,9.299723933110869,8.201294526667116,3.5263605246161616,2.4849066497880004,2.833213344056216,5.806138481293728,0.9182958340544894,331.3333333333333
C10131,5,44,4,12.580748594818457,8.57360102060769,7.613818684808629,3.6327899874628926,1.961374374752895,4.974357144472674,2.046223479075053,143.6558024691358
C10133,4,35,3,11.888796970231315,7.699588477487139,7.745435610274381,3.58351893845611,3.3578469407885416,4.159525463569405,1.7683509333843792,63.04112554112554
C10134,2,2,1,8.814627555310697,8.121628907985336,3.1354942159291497,2.4849066497880004,2.1972245773362196,5.726699676216526,1.0,305.95454545454544
C10138,10,126,13,13.966949278036424,9.025426314697881,8.130647968160584,3.2291090011482297,2.0596031994601716,5.839509384304418,2.0082691929905074,342.61071849234395
C1014,2,61,10,11.589136224715652,7.430836742189586,6.142037405587356,2.1102132003465894,2.539384970755741,5.4535327503128075,0.8112781244591328,232.58189655172413
C10142,1,1,1,8.12740456269308,8.12740456269308,2.3978952727983707,2.3978952727983707,0.6931471805599453,5.827473946998751,0.0,338.5
C10144,2,16,3,15.146308065264984,12.055271161486148,8.239329427901795,5.15381694255294,2.0506211031443438,6.908242481991043,1.0,999.4873217115689
C10146,13,67,10,13.935915043505394,9.371651071858434,8.11312710422178,3.5768416019898557,1.9095425048844386,5.826040769788767,3.239098641353932,338.01378483667963
C10148,2,8,3,14.177009846018473,11.343807647997613,8.894670262984233,6.063648400424175,3.228243574871801,5.28754299220503,0.5225593745369408,196.85669226549643
C1015,60,19,2358,18.973837367756875,9.757871012860456,12.32707715333532,3.154638739849333,3.4727986279033995,6.64806201239101,5.103302520666864,770.288129360948
C10150,2,2,1,8.822764296703758,8.129764445794171,2.995732273553991,2.3513752571634776,0.9162907318741551,5.880973935919126,1.0,357.1578947368421
C10152,1,1,1,8.11969625295725,8.11969625295725,2.1972245773362196,2.1972245773362196,0.0,6.042335877481238,0.0,419.875
C10154,2,2,1,11.317883343766894,9.015407627387022,5.733341276897746,3.459466289786131,2.9338568698359038,5.591507779161285,0.46899559358928117,267.13961038961037
C10156,12,114,10,13.946294053575626,9.011941195379938,8.081165777725433,3.188490782103369,1.9272374073500385,5.868268527503501,2.2588917632536987,352.63613861386136
C10160,4,20,5,11.987468774257996,8.896556967882388,7.6783263565068856,4.5969547130347,2.9029189739482533,4.322948487166986,1.3795588554446871,74.41064814814816
C10161,4,276,6,14.445890980220831,8.77961760845302,9.873182972271273,4.221490269432738,1.1644475465337472,4.583035452722687,1.5555367667682185,96.81084424286156
C10163,2,2,1,8.892611378172106,6.69648540023229,3.4657359027997265,1.491654876777717,0.9382696385929303,5.462737713012751,0.5032583347756457,234.74193548387098
C10167,13,121,9,14.162129711489174,9.158288047104044,8.256866848974312,3.2906032091982196,1.5822253489092155,5.908242315666153,2.9140824132823147,367.05865559304436
C10169,8,91,10,13.92637191620742,9.263026799276867,8.148156439921625,3.51463836973754,2.332327062192783,5.781592456608942,2.3302493052104905,323.2751736111111
C1017,2,57,10,11.281006017883909,7.23866067099032,5.849324779946859,1.955885294112133,2.717363423248878,5.438908319308181,0.6292492238560347,229.1907514450867
C10173,2,2,1,10.953242174756578,8.120308810403662,5.631211781821365,2.8537620122836036,1.0169342576538425,5.330457175419271,0.672294817075638,205.53237410071944
C10175,4,227,6,14.295689740223516,8.815198668684797,9.687071321971345,4.221160749909217,1.3914891779969947,4.618595524150372,1.3583792998902169,100.3515862668405
C10177,2,2,1,12.45007317008327,9.811066765840806,6.90975328164481,4.283586561860629,2.4789364828014966,5.545228173712294,0.9852281360342515,255.01298701298703
C10179,1,2,2,11.050350177152948,8.853252644441325,6.0867747269123065,3.907568655078766,3.085979151401769,4.972782816842612,0.0,143.42824601366743
C10181,4,66,5,13.708219290715704,9.41784000096444,9.368539986649727,5.084208224249467,2.2374984764741592,4.352718889448995,1.8768847822229366,76.68940493468796
C10183,4,280,6,14.368350872705246,8.684939657991768,9.7066816015412,4.040781119300011,1.1177032671329388,4.671135303809637,1.5437353006746728,105.81894557408985
C10185,3,24,3,12.471117928238925,9.005500929907269,7.502186486602924,4.053414054870097,2.3483946290253397,4.976402378856489,1.2627317300909384,143.9519602429597
C10187,3,3,1,9.939433679309596,7.637282603634833,5.278114659230517,3.0204248861443626,1.6486586255873816,4.675748125377246,0.9219280948873624,106.31282051282051
C10189,2,13,3,10.5230420127927,7.47905761446674,5.231108616854587,2.2881963555419462,1.8152899666382492,5.302261192336695,0.9587118829771317,199.79032258064515
C1019,3,26,1,11.097546375348252,5.1869339577745075,6.192362489474872,0.8395668593768203,0.3660646842885714,4.914581668605752,1.1273616664982655,135.2622950819672
C10194,4,277,6,14.39196941595076,8.715379108723633,9.749578510178852,4.089653209719478,1.1880939757025788,4.652036631116584,1.564746708553461,103.79820366266185
C10196,4,265,6,14.572399379737305,8.95212751471295,10.092701965587253,4.483616463261601,1.285352410594314,4.491010930320205,1.400310728012955,88.21158700600041
C10199,1,1,1,8.38662882139512,8.38662882139512,2.5649493574615367,2.5649493574615367,2.4849066497880004,5.904225871560719,0.0,365.5833333333333
C1020,1,9,1,9.070503426788383,3.8501476017100584,5.247024072160486,0.6931471805599453,0.0,3.8501476017100584,0.0,46.0
C10203,4,276,6,14.18904940360718,8.522820924593608,9.310004695089129,3.669312093258084,1.1601185354441617,4.8867093686358025,1.5583244263970613,131.51679188920068
C10204,3,3,1,9.776278985795086,8.677780256064185,5.214935757608986,4.127134385045092,3.060270794691562,4.577074247665415,1.584962500721156,96.22950819672131
C10206,3,25,3,12.473646393965293,9.072559965062245,7.5411524551363085,4.155230587778098,2.528391761727739,4.940199913912903,1.2832547532764529,138.79819437068508
C10208,6,55,5,12.939209474306278,8.635319711618592,7.721791776817535,3.4495584533555763,2.2455856490296404,5.223262751706795,2.37000012523991,184.53856382978722
C1021,3,72,19,11.972973450848684,6.029955029954475,7.254884810077338,1.5478966402555696,3.9702425198596862,4.727675669532513,0.8063870864434901,112.03253182461103
C10210,5,26,4,14.118769429700267,10.093458350575983,9.955225747940542,5.932481991541092,3.4757304335247223,4.179022356848206,1.7590606099884263,64.30197996296472
C10213,4,269,6,14.350543213030488,8.723084311278594,9.673319386284954,4.0629825764688965,1.3533846270310927,4.686547395567483,1.4815974926315785,107.47800088122364
C10214,3,24,3,12.459888941528401,9.058804049514407,7.5256399750415355,4.139955073474153,2.7642204725692645,4.941950589021604,1.272905595320056,139.04314994606256
C10216,1,1,1,8.102889134640868,8.102889134640868,2.3978952727983707,2.3978952727983707,0.0,5.80302430930585,0.0,330.3
C10218,6,54,7,14.328602411889781,10.201504543327845,9.078749951588586,4.958549382331535,1.9343225338829253,5.255199908261639,2.2454197906080706,190.55977640885237
C10219,3,5,1,10.608019677962638,6.9979911813272375,5.6240175061873385,2.1352852778959286,1.5070758997725309,4.994392987994833,1.0973549514358283,146.58333333333334
C10221,3,18,3,12.384770979706675,9.389118157021771,7.4999765409521215,4.514698282824016,2.744060638625243,4.892871627372382,1.3366664819166876,132.33591588267848
C10223,4,269,6,14.181174677925517,8.550155736054528,9.26955223160803,3.6642047625099363,1.082958748088106,4.91904890414106,1.425566303803224,135.8723725139033
C10225,13,146,13,15.867158023107786,10.544174262316027,9.67457740632758,4.364309635819935,2.082485684061064,6.1946856802083605,3.000621933201179,489.1373609102911
C10227,1,1,1,8.019612794400267,8.019612794400267,2.1972245773362196,2.1972245773362196,0.0,5.942471237305873,0.0,379.875
C10229,3,26,3,12.496429886525632,9.095340958446384,7.576097340623111,4.189654742026425,2.772588722239781,4.92810802096312,1.2832547532764529,137.1179487179487
C1023,2,7,1,9.970772299341725,5.879181981094002,4.770684624465665,1.0818051703517284,0.4803664162812822,5.2140063031318125,0.21084230031853216,182.82905982905982
C10230,4,279,6,14.398409743015685,8.721818386295707,9.75481351515439,4.094801079007021,1.123416266033918,4.653230160659984,1.544250225355043,103.92335808772337
C10233,3,25,3,12.452588914366125,9.051504846487541,7.498869733976931,4.113602378826515,2.580216829592325,4.961297611644988,1.2832547532764529,141.77894736842106
C10235,2,2,1,8.768729817231666,8.075738145574919,3.091042453358316,2.4423470353692043,2.1972245773362196,5.727312972066395,1.0,306.14285714285717
C10237,4,274,6,14.617993193632383,8.972672684583147,10.162384273556155,4.527762401967679,1.3702655228439917,4.467192959835588,1.5371270148554455,86.1118530240457
C10239,2,15,2,11.709774321044721,8.819542176911416,5.3230099791384085,2.512305623976115,2.7444178452730847,6.393320207814717,0.964078764808229,596.8382352941177
C1024,8,228,29,13.707039654506108,8.22666707851272,8.114025442356757,2.7024791560527546,2.1400661634962708,5.597028218177181,2.4505615127871243,268.62395209580836
C10241,3,26,3,12.505906831053483,8.922517548878753,7.577633832602728,4.0118683403978626,2.165874047452143,4.935990462483855,1.2516291673878228,138.2109575012801
C10243,3,25,3,12.482127381740975,9.081040015879475,7.513709247839705,4.128209076174857,2.8312506348883675,4.975886372511758,1.2832547532764529,143.87718340611355
C10245,6,27,7,12.712826992886022,8.478925299546868,7.679713639966372,3.4765468189039423,3.1067290495260154,5.040066912611759,2.0372424241844356,153.48035136384652
C10247,4,46,3,12.596826742039282,8.645755527935787,7.640123172695364,3.71310291351719,2.283167007136944,4.964189181836093,1.7172273023973539,142.19240019240019
C10249,3,26,3,12.48557006490193,9.019951360604466,7.52131798019924,4.072226756968481,2.840539384148289,4.971745042766376,1.2627317300909384,143.27843986998917
C1025,1,1,7,10.936262699446015,8.990459349963604,4.584967478670572,2.6984807500860595,2.2881963555419462,6.363259146879892,0.0,579.1340206185567
C10251,3,4,1,11.3167402502371,8.225953282211057,5.7899601708972535,2.7611600264161584,1.6274564179367788,5.533789515401299,0.8315435491770657,252.10122699386503
C10252,3,24,3,12.434549947074984,9.067365515093805,7.52294091807237,4.170666829781735,2.837261932582216,4.919475494404013,1.284777238479929,135.93077339102217
C10254,2,9,1,12.30711183770444,9.909261758765135,7.00850518208228,4.6196108701428855,3.095166170542178,5.304488332162201,0.9456603046006401,200.23800904977375
C10256,1,1,1,7.9157131993821155,7.9157131993821155,2.0794415416798357,2.0794415416798357,0.0,5.971990437272603,0.0,391.2857142857143
C1026,2,6,1,10.046635061754612,6.492759180656657,4.584967478670572,1.327453861096957,1.1174807729724925,5.476075261053625,0.18717625687320819,237.90721649484536
C10260,1,1,1,12.848678880196399,10.65147533943753,7.3310603052186325,5.139061082685078,3.0012724539296065,5.522275788910113,0.0,249.20380078636958
C10261,4,273,6,14.612577116241429,8.960215912093691,10.13931038100741,4.497975630833085,1.2691690038824779,4.484650719536816,1.447086728819,87.6459830950312
C10263,3,25,3,12.476397448360093,9.042524707061803,7.538494999413465,4.120347619240602,2.7786188912663725,4.945571253285763,1.273366751166417,139.55111821086263
C10265,3,24,3,12.482616669571453,9.11542700998098,7.519692404116539,4.167466827051063,2.701129758257636,4.9704272968492536,1.2921642625537564,143.08844275637549
C10267,1,6,3,9.230535079261703,7.439265493940961,3.8918202981106265,2.1972245773362196,1.5040773967762742,5.36392952987551,0.0,212.5625
C10269,3,25,3,12.487915201142984,9.054041149123362,7.509335266016592,4.091652770556389,2.7208708895312714,4.985980783850156,1.273366751166417,145.34703947368422
C1027,2,11,5,15.44859917453694,9.919219112488198,9.997296606214185,4.479228962630245,2.7214520571892256,5.4556292364517285,0.8112781244591328,233.0721114449604
C10271,2,8,3,10.206439938023752,7.498906647286028,4.983606621708336,2.367123614131617,1.4508328822574619,5.235010270802943,0.9967916319816367,186.73103448275862
C10277,2,6,1,15.058433269548116,13.26667524301735,8.648922962094131,6.858039686736205,2.953172659135195,6.411329539621474,0.6500224216483541,607.7024373136945
C10279,3,12,3,10.45984088157808,7.415891575461359,5.181783550292085,2.243744592971112,1.7261621867422416,5.28872346933999,1.4937095464322436,197.090395480226
C10281,1,4,3,10.40626084311129,9.020057205511534,5.25227342804663,3.8815637979434374,1.4469189829363254,5.164936338558035,0.0,174.02631578947367
C10283,10,135,12,14.028516496889223,9.031423014315791,8.38022733634308,3.416174748926533,2.20619324731898,5.652034280731204,2.2965826034383645,283.87038311539345
C10285,3,24,3,12.432897412846856,9.031815598270526,7.496097345175956,4.110873864173311,2.5726122302071057,4.944499448532284,1.2832547532764529,139.40055555555554
C10287,3,24,3,12.493474678774636,9.092386071654843,7.52131798019924,4.135699747904015,2.732200661334493,4.979595113465213,1.2832547532764529,144.41549295774647
C10289,2,2,1,8.764678074116606,8.071687033770889,3.091042453358316,2.4423470353692043,2.0794415416798357,5.723273817903174,1.0,304.9047619047619
C10291,2,3,1,11.885653859956168,9.052550726195083,6.274762021241939,3.471235458365765,2.9256884298210646,5.616414258706951,0.5225593745369408,273.90188679245284
C10293,15,115,12,14.50925555979347,9.634123195635665,8.726805608446096,3.8724724668960877,2.3575358129764634,5.7856875682920705,2.598221755799202,324.6058394160584
C10297,3,20,3,12.753925231783228,9.535118787319139,7.84971375760487,4.640151154883337,3.074543453978281,4.91198360422301,1.3108562983864118,134.908736349454
C10299,4,10,1,10.492301467414055,7.927685045615778,4.762173934797756,2.294863046900135,1.8417698898027164,5.741897359984751,1.83392721764183,310.6551724137931
C1030,12,372,32,14.693280811463541,8.545006632715545,8.808668062106715,2.7276572894785382,1.983944378583259,5.8875394245005594,2.5648052876141825,359.5171125392318
C10301,15,139,14,13.310242793975629,8.247907943492212,7.707512194600341,2.713100716888279,2.069103477439944,5.606857832836718,2.0301330774987534,271.28732014388487
C10303,1,1,1,7.941651252930556,7.941651252930556,2.0794415416798357,2.0794415416798357,0.0,5.997872543403312,0.0,401.57142857142856
C10305,4,20,4,12.421054984563677,9.285649485824347,7.449498005382849,4.326720723839039,2.666624159447913,4.97903929983276,1.624821327228443,144.33469150174622
C10307,4,6,1,10.855377061650147,7.3594869270767855,5.517452896464707,2.1418471078672656,1.6033588663577183,5.3467042235936315,1.4291526372734094,208.91532258064515
C10309,2,2,1,8.939187601475613,7.840837573496129,3.4011973816621555,2.367123614131617,2.833213344056216,5.575557176823447,0.9182958340544894,262.8965517241379
C10311,11,136,12,14.517180317951953,9.486817748756714,8.556029215201436,3.5544139184976165,2.0859562227010295,5.963916143287896,1.9998254316798354,388.1310371368097
C10313,4,26,5,12.451142058678043,8.98552745930333,7.547501682814967,4.09798376561464,1.8425317946014783,4.911552306987979,1.5306390622295665,134.85013192612138
C10314,3,28,3,12.499402489254544,8.888618807300878,7.6255950721324535,4.032085722916493,1.264279410556927,4.8819030760455036,1.3854839520814966,130.8814055636896
C10317,1,1,1,7.966239776559467,7.966239776559467,2.0794415416798357,2.0794415416798357,0.0,6.022409350957403,0.0,411.57142857142856
C10319,3,20,3,12.764152969529677,9.673170606564499,7.517520850603031,4.437826803283935,2.645529844120876,5.252421460215429,1.3221793455166666,190.02827623708538
C1032,1,9,1,9.070503426788383,3.8501476017100584,5.247024072160486,0.6931471805599453,0.0,3.8501476017100584,0.0,46.0
C10321,3,4,1,10.845036590624378,9.458800731274183,5.2832037287379885,3.912023005428146,1.9095425048844386,5.570717445570503,1.5,261.6224489795918
C10323,4,45,3,12.620398382070535,8.749352643740663,7.640123172695364,3.7912668042923463,2.257849199152654,4.987598196707612,1.7288027374527126,145.5839345839346
C10326,12,155,13,14.142053663507602,8.88991729459066,8.63497622707262,3.415922636906135,2.0421038712421917,5.51130353143515,2.6395531680353796,246.47350640113797
C10328,13,190,12,14.625113226712608,9.091835880480936,9.430840432344976,3.9174627287239643,1.9282509034810544,5.199885038909678,3.108074869344281,180.25140381838602
C10331,2,11,1,11.15713584330377,8.759383291044553,5.771441123130016,3.404223102578692,3.0137507790566693,5.393357623562847,0.9940302114769566,218.940625
C10333,1,1,1,8.122371243406553,6.045005314036012,2.9444389791664403,1.1786549963416462,1.0986122886681098,5.237032804796916,0.0,187.11111111111111
C10338,11,135,13,14.62316474719264,9.44709349044005,9.415564321987441,4.253647402858568,2.215265502101529,5.213140850965335,2.437579307245877,182.67003339578073
C10342,3,4,1,9.7603097828598,6.928019160899041,4.219507705176107,1.5976034547870976,0.7221347174331976,5.55941791667652,0.8343470230852539,258.67164179104475
C10345,2,9,3,9.933191975242458,7.100754915733499,4.700480365792417,2.003068562895262,1.5488132906176655,5.247072356847007,0.9774178175281716,189.0091743119266
C10347,9,61,11,12.20382011047688,8.02975351078471,6.590301048196686,2.5001741219187887,1.9524819142185479,5.618525216671773,2.201375074926912,274.4828060522696
C10349,2,29,3,11.651591154505844,8.014327034950224,6.529418838262226,2.9444389791664403,1.4561640410803764,5.129561276080661,0.8314743880097293,167.94298245614036
C10353,3,3,1,12.24882078384389,9.850973417532067,6.46302945692067,4.080614369410199,3.471401640335404,5.790409229076942,0.8658566174572236,326.146875
C10355,1,1,1,8.456168489578463,5.626350734523385,3.332204510175204,0.9509762898620451,0.05715841383994861,5.165843615481649,0.0,174.1851851851852
